OBJECTID,AAC,District Number,DIST_NAME,State Code,Source,Fire Behaviour Index,Fire Danger,Forecast_Period,Start_Time,End_Time,Start_Time_UTC_str,End_Time_UTC_str
283,NSW_FW007,7,Monaro Alpine,NSW,RFS,12,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
284,NSW_FW008,8,Australian Capital Territory,ACT,RFS,12,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
285,NSW_FW009,9,Southern Ranges,NSW,RFS,14,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
286,NSW_FW010,10,Central Ranges,NSW,RFS,17,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
287,NSW_FW011,11,New England,NSW,RFS,19,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
288,NSW_FW012,12,Northern Slopes,NSW,RFS,22,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
289,NSW_FW013,13,North Western,NSW,RFS,20,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
290,NSW_FW014,14,Upper Central West Plains,NSW,RFS,17,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
291,NSW_FW015,15,Lower Central West Plains,NSW,RFS,14,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
292,NSW_FW016,16,Southern Slopes,NSW,RFS,7,No Rating,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
293,NSW_FW017,17,Eastern Riverina,NSW,RFS,10,No Rating,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
294,NSW_FW018,18,Southern Riverina,NSW,RFS,13,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
295,NSW_FW019,19,Northern Riverina,NSW,RFS,12,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
296,NSW_FW020,20,South Western,NSW,RFS,12,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
297,NSW_FW021,21,Far Western,NSW,RFS,9,No Rating,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
298,NT_FW001,1,Darwin and Adelaide River,NT,BOM,10,No Rating,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
299,NT_FW002,2,Northern Fire Protection Area,NT,BOM,6,No Rating,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
300,NT_FW003,3,Daly South,NT,BOM,7,No Rating,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
301,NT_FW004,4,Tiwi,NT,BOM,6,No Rating,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
302,NT_FW005,5,Arnhem West,NT,BOM,6,No Rating,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
303,NT_FW006,6,Arnhem East,NT,BOM,6,No Rating,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
304,NT_FW007,7,Katherine Fire Protection Zone,NT,BOM,6,No Rating,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
305,NT_FW008,8,Carpentaria West,NT,BOM,6,No Rating,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
306,NT_FW009,9,Carpentaria East,NT,BOM,7,No Rating,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
307,NT_FW010,10,Gregory North West,NT,BOM,8,No Rating,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
308,NT_FW011,11,Gregory South East,NT,BOM,9,No Rating,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
309,NT_FW012,12,Barkly North,NT,BOM,16,Moderate,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
310,NT_FW013,13,Barkly South,NT,BOM,19,Moderate,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
311,NT_FW014,14,Alice Springs Fire Protection Zone,NT,BOM,16,Moderate,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
312,NT_FW015,15,Simpson West,NT,BOM,20,Moderate,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
313,NT_FW016,16,Simpson East,NT,BOM,26,High,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
314,NT_FW017,17,Lasseter West,NT,BOM,19,Moderate,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
315,NT_FW018,18,Lasseter East,NT,BOM,20,Moderate,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
316,NT_FW019,19,Tanami North,NT,BOM,0,No Rating,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
317,NT_FW020,20,Tanami South,NT,BOM,14,Moderate,3,5/7/2026 2:30:00 PM,5/8/2026 2:30:00 PM,2026-05-07T14:30:00Z,2026-05-08T14:30:00Z
318,QLD_FW001,1,Peninsula,QLD,BOM,6,No Rating,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
319,QLD_FW002,2,Gulf Country,QLD,BOM,14,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
320,QLD_FW003,3,Northern Goldfields and Upper Flinders,QLD,BOM,14,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
321,QLD_FW004,4,North Tropical Coast and Tablelands,QLD,BOM,9,No Rating,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
322,QLD_FW005,5,Herbert and Lower Burdekin,QLD,BOM,7,No Rating,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
323,QLD_FW006,6,Central Coast and Whitsundays,QLD,BOM,12,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
324,QLD_FW007,7,Capricornia,QLD,BOM,12,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
325,QLD_FW008,8,Central Highlands and Coalfields,QLD,BOM,15,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
326,QLD_FW009,9,Central West,QLD,BOM,18,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
327,QLD_FW010,10,North West,QLD,BOM,20,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
328,QLD_FW011,11,Channel Country,QLD,BOM,27,High,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
329,QLD_FW012,12,Maranoa and Warrego,QLD,BOM,19,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
330,QLD_FW013,13,Darling Downs and Granite Belt,QLD,BOM,21,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
331,QLD_FW014,14,Wide Bay and Burnett,QLD,BOM,16,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
332,QLD_FW015,15,Southeast Coast,QLD,BOM,13,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
333,SA_FW001,1,Adelaide Metropolitan,SA,BOM,7,No Rating,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
334,SA_FW002,2,Yorke Peninsula,SA,BOM,15,Moderate,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
335,SA_FW003,3,Kangaroo Island,SA,BOM,12,Moderate,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
336,SA_FW004,4,Upper South East,SA,BOM,10,No Rating,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
337,SA_FW005,5,Lower South East,SA,BOM,13,Moderate,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
338,SA_FW006,6,Riverland,SA,BOM,9,No Rating,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
339,SA_FW007,7,Murraylands,SA,BOM,11,No Rating,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
340,SA_FW008,8,Mid North,SA,BOM,9,No Rating,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
341,SA_FW009,9,Flinders,SA,BOM,7,No Rating,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
342,SA_FW010,10,West Coast,SA,BOM,12,Moderate,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
343,SA_FW011,11,Eastern Eyre Peninsula,SA,BOM,10,No Rating,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
344,SA_FW012,12,Lower Eyre Peninsula,SA,BOM,11,No Rating,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
345,SA_FW013,13,North West Pastoral,SA,BOM,12,Moderate,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
346,SA_FW014,14,North East Pastoral,SA,BOM,15,Moderate,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
347,SA_FW015,15,Mount Lofty Ranges,SA,BOM,13,Moderate,3,5/5/2026 2:30:00 PM,5/6/2026 2:30:00 PM,2026-05-05T14:30:00Z,2026-05-06T14:30:00Z
348,TAS_FW001,1,Furneaux Islands,TAS,BOM,17,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
349,TAS_FW002,2,North East,TAS,BOM,14,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
350,TAS_FW003,3,East Coast,TAS,BOM,20,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
351,TAS_FW004,4,Central North,TAS,BOM,14,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
352,TAS_FW005,5,Midlands,TAS,BOM,17,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
353,TAS_FW006,6,South East,TAS,BOM,19,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
354,TAS_FW007,7,Upper Derwent Valley,TAS,BOM,14,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
355,TAS_FW008,8,Central Plateau,TAS,BOM,15,Moderate,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
356,TAS_FW009,9,Western,TAS,BOM,10,No Rating,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
357,TAS_FW010,10,North West Coast,TAS,BOM,8,No Rating,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
358,TAS_FW011,11,King Island,TAS,BOM,6,No Rating,3,5/7/2026 2:00:00 PM,5/8/2026 2:00:00 PM,2026-05-07T14:00:00Z,2026-05-08T14:00:00Z
359,VIC_FW001,1,Mallee,VIC,BOM,14,Moderate,3,5/5/2026 2:00:00 PM,5/6/2026 2:00:00 PM,2026-05-05T14:00:00Z,2026-05-06T14:00:00Z
360,VIC_FW002,2,Wimmera,VIC,BOM,16,Moderate,3,5/5/2026 2:00:00 PM,5/6/2026 2:00:00 PM,2026-05-05T14:00:00Z,2026-05-06T14:00:00Z
361,VIC_FW003,3,Northern Country,VIC,BOM,12,Moderate,3,5/5/2026 2:00:00 PM,5/6/2026 2:00:00 PM,2026-05-05T14:00:00Z,2026-05-06T14:00:00Z
362,VIC_FW004,4,North East,VIC,BOM,11,No Rating,3,5/5/2026 2:00:00 PM,5/6/2026 2:00:00 PM,2026-05-05T14:00:00Z,2026-05-06T14:00:00Z
363,VIC_FW005,5,East Gippsland,VIC,BOM,12,Moderate,3,5/5/2026 2:00:00 PM,5/6/2026 2:00:00 PM,2026-05-05T14:00:00Z,2026-05-06T14:00:00Z
364,VIC_FW006,6,West and South Gippsland,VIC,BOM,17,Moderate,3,5/5/2026 2:00:00 PM,5/6/2026 2:00:00 PM,2026-05-05T14:00:00Z,2026-05-06T14:00:00Z
365,VIC_FW007,7,Central,VIC,BOM,17,Moderate,3,5/5/2026 2:00:00 PM,5/6/2026 2:00:00 PM,2026-05-05T14:00:00Z,2026-05-06T14:00:00Z
366,VIC_FW008,8,North Central,VIC,BOM,14,Moderate,3,5/5/2026 2:00:00 PM,5/6/2026 2:00:00 PM,2026-05-05T14:00:00Z,2026-05-06T14:00:00Z
367,VIC_FW009,9,South West,VIC,BOM,16,Moderate,3,5/5/2026 2:00:00 PM,5/6/2026 2:00:00 PM,2026-05-05T14:00:00Z,2026-05-06T14:00:00Z
368,WA_FW041,1,North Kimberley,WA,DFES,6,No Rating,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
369,WA_FW042,2,Derby Coast,WA,DFES,7,No Rating,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
370,WA_FW043,3,Broome Coast,WA,DFES,6,No Rating,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
371,WA_FW044,6,Hedland,WA,DFES,33,High,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
372,WA_FW045,7,Burrup,WA,DFES,30,High,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
373,WA_FW046,9,Ashburton Coast,WA,DFES,21,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
374,WA_FW047,5,Central Pilbara,WA,DFES,24,High,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
375,WA_FW048,12,Gascoyne Coast,WA,DFES,26,High,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
376,WA_FW049,13,Gascoyne Inland,WA,DFES,23,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
377,WA_FW050,14,Yalgar,WA,DFES,22,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
378,WA_FW051,17,West Interior,WA,DFES,20,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
379,WA_FW052,18,Central Interior,WA,DFES,29,High,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
380,WA_FW053,21,Midwest Coast,WA,DFES,26,High,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
381,WA_FW054,22,Midwest Inland,WA,DFES,23,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
382,WA_FW055,23,Lesueur,WA,DFES,22,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
383,WA_FW056,24,Yarra Yarra,WA,DFES,20,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
384,WA_FW057,34,Mortlock,WA,DFES,20,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
385,WA_FW058,35,Karroun,WA,DFES,17,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
386,WA_FW059,37,Lockwood,WA,DFES,17,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
387,WA_FW060,15,North Goldfields,WA,DFES,16,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
388,WA_FW061,16,South Goldfields,WA,DFES,6,No Rating,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
389,WA_FW062,19,South Interior,WA,DFES,19,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
390,WA_FW063,25,Swan Coastal North,WA,DFES,16,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
391,WA_FW064,26,Swan Inland North,WA,DFES,20,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
392,WA_FW066,27,Swan Coastal South,WA,DFES,13,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
393,WA_FW067,28,Swan Inland South,WA,DFES,17,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
394,WA_FW068,31,Brockman,WA,DFES,17,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
395,WA_FW069,30,Capes,WA,DFES,18,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
396,WA_FW070,33,Southern Forests,WA,DFES,17,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
397,WA_FW071,32,Blackwood,WA,DFES,17,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
398,WA_FW072,38,Arthur,WA,DFES,15,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
399,WA_FW073,42,Stirling West,WA,DFES,14,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
400,WA_FW074,41,Stirling North,WA,DFES,16,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
401,WA_FW075,44,Fitzgerald Coast,WA,DFES,14,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
402,WA_FW076,45,Fitzgerald Inland,WA,DFES,14,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
403,WA_FW077,46,Esperance Coast,WA,DFES,13,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
404,WA_FW078,47,Esperance Inland,WA,DFES,13,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
405,WA_FW079,4,Kimberley Inland,WA,DFES,14,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
406,WA_FW080,8,Ashburton Inland,WA,DFES,23,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
407,WA_FW081,10,Exmouth Gulf Coast,WA,DFES,20,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
408,WA_FW082,20,Eucla,WA,DFES,7,No Rating,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
409,WA_FW083,11,North Interior,WA,DFES,23,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
410,WA_FW084,29,Geographe,WA,DFES,17,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
411,WA_FW085,43,Stirling Coast,WA,DFES,14,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
412,WA_FW086,39,Roe,WA,DFES,16,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
413,WA_FW087,40,Lakes,WA,DFES,15,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
414,WA_FW088,36,Avon,WA,DFES,18,Moderate,3,5/7/2026 4:00:00 PM,5/8/2026 4:00:00 PM,2026-05-07T16:00:00Z,2026-05-08T16:00:00Z
415,NSW_FW001,1,Far North Coast,NSW,RFS,12,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
416,NSW_FW002,2,North Coast,NSW,RFS,15,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
417,NSW_FW003,3,Greater Hunter,NSW,RFS,16,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
418,NSW_FW004,4,Greater Sydney Region,NSW,RFS,15,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
419,NSW_FW005,5,Illawarra/Shoalhaven,NSW,RFS,14,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
420,NSW_FW006,6,Far South Coast,NSW,RFS,11,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
421,NSW_FW007,7,Monaro Alpine,NSW,RFS,10,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
422,NSW_FW008,8,Australian Capital Territory,ACT,RFS,10,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
423,NSW_FW009,9,Southern Ranges,NSW,RFS,12,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
424,NSW_FW010,10,Central Ranges,NSW,RFS,14,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
425,NSW_FW011,11,New England,NSW,RFS,16,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
